p2,p3,p0,p1,p6,p7,p4,p5,p8,p9,img,p10,p11
,,Lot 345 - G57 Wine ,12 bts Pauillac Ch. Haut-Batailley 5ème Grand Cru Classé  75cl OWC12 1998,,,,,,CHF 360 / 480 ,https://www.kollerauktionen.ch/CatCache/catcache.1/pictures/103177/103177_l_1.jpg,€ 300 / 400 , 	 		 					 			 				Sold for CHF 299 						 					(including buyer’s premium)  All information is subject to change. 				 			 		 	
,,Lot 341 - G57 Wine ,12 bts Pauillac Ch. Grand-Puy-Lacoste 5ème Grand Cru Classé  75cl OWC12 1998,,,,,,CHF 420 / 540 ,https://www.kollerauktionen.ch/CatCache/catcache.1/pictures/103141/103141_l_1.jpg,€ 350 / 450 , 	 		 					 			 				Sold for CHF 575 						 					(including buyer’s premium)  All information is subject to change. 				 			 		 	
,,Lot 342 - G57 Wine ,12 bts Pauillac Ch. Grand-Puy-Lacoste 5ème Grand Cru Classé  75cl OWC12 1998,,,,,,CHF 420 / 540 ,https://www.kollerauktionen.ch/CatCache/catcache.1/pictures/103150/103150_l_1.jpg,€ 350 / 450 , 	 		 					 			 				Sold for CHF 518 						 					(including buyer’s premium)  All information is subject to change. 				 			 		 	
,,Lot 340 - G57 Wine ,12 bts Pauillac Ch. Lynch-Bages 5ème Grand Cru Classé  75cl OWC12 1998,,,,,,CHF 960 / 1 200 ,https://www.kollerauktionen.ch/CatCache/catcache.1/pictures/103132/103132_l_1.jpg,€ 800 / 1 000 , 	 		 					 			 				Sold for CHF 1 265 						 					(including buyer’s premium)  All information is subject to change. 				 			 		 	
,,Lot 309 - G57 Wine ,12 bts Saint-Julien Connetable de Talbot Second Vin  75cl OWC12 1999,,,,,,CHF 240 / 360 ,https://www.kollerauktionen.ch/CatCache/catcache.1/pictures/102849/102849_l_1.jpg,€ 200 / 300 , 	 		 						 				 					Sold for CHF 180 						 					(hammer price) All information is subject to change. 				 			 		 	 	  
,,Lot 388 - G57 Wine ,12 bts Saint-Estèphe Ch. Montrose 2ème Grand Cru Classé  75cl OWC12 2004,,,,,,CHF 600 / 840 ,https://www.kollerauktionen.ch/CatCache/catcache.1/pictures/103554/103554_l_1.jpg,€ 500 / 700 , 	 		 					 			 				Sold for CHF 863 						 					(including buyer’s premium)  All information is subject to change. 				 			 		 	
,,Lot 389 - G57 Wine ,12 bts Saint-Estèphe Ch. Montrose 2ème Grand Cru Classé  75cl OWC12 2004,,,,,,CHF 600 / 840 ,https://www.kollerauktionen.ch/CatCache/catcache.1/pictures/103563/103563_l_1.jpg,€ 500 / 700 , 	 		 					 			 				Sold for CHF 863 						 					(including buyer’s premium)  All information is subject to change. 				 			 		 	
,,Lot 343 - G57 Wine ,12 bts Pauillac Ch. Latour 1er Grand Cru Classé  75cl OWC12 1998,,,,,,CHF 3 600 / 4 800 ,https://www.kollerauktionen.ch/CatCache/catcache.1/pictures/103159/103159_l_1.jpg,€ 3 000 / 4 000 , 	 		 					 			 				Sold for CHF 4 600 						 					(including buyer’s premium)  All information is subject to change. 				 			 		 	
,,Lot 456 - G57 Wine ,12 bts Pessac-Leognan Ch. Domaine de Chevalier Cru Classé  75cl OWC12 2006,,,,,,CHF 480 / 600 ,https://www.kollerauktionen.ch/CatCache/catcache.1/pictures/104126/104126_l_1.jpg,€ 400 / 500 , 	 		 					 			 				Sold for CHF 598 						 					(including buyer’s premium)  All information is subject to change. 				 			 		 	
,,Lot 457 - G57 Wine ,12 bts Pessac-Leognan Ch. Domaine de Chevalier Cru Classé  75cl OWC12 2006,,,,,,CHF 480 / 600 ,https://www.kollerauktionen.ch/CatCache/catcache.1/pictures/104135/104135_l_1.jpg,€ 400 / 500 , 	 		 					 			 				Sold for CHF 518 						 					(including buyer’s premium)  All information is subject to change. 				 			 		 	
,,Lot 283 - G57 Wine ,12 bts Margaux Ch. Labégorce Cru Bougeois  75cl OWC12 2001,,,,,,CHF 240 / 360 ,https://www.kollerauktionen.ch/CatCache/catcache.1/pictures/102615/102615_l_1.jpg,€ 200 / 300 , 	 		 					 			 				Sold for CHF 230 						 					(including buyer’s premium)  All information is subject to change. 				 			 		 	
,,Lot 403 - G57 Wine ,1 D-mag Pomerol Ch. Gazin  3L OWC1 2004,,,,,,CHF 180 / 250 ,https://www.kollerauktionen.ch/CatCache/catcache.1/pictures/103683/103683_l_1.jpg,€ 150 / 210 , 	 		 					 			 				Sold for CHF 219 						 					(including buyer’s premium)  All information is subject to change. 				 			 		 	
,,Lot 298 - G57 Wine ,1 Imperial Saint-Julien Ch. Talbot 4ème Grand Cru Classé  6L OWC1 1981,,,,,,CHF 300 / 450 ,https://www.kollerauktionen.ch/CatCache/catcache.1/pictures/102751/102751_l_1.jpg,€ 250 / 380 , 	 		 						 				 					Sold for CHF 260 						 					(hammer price) All information is subject to change. 				 			 		 	 	  
,,Lot 322 - G57 Wine ,2 bts Pauillac Ch. Latour 1er Grand Cru Classé  75cl  1976,,,,,,CHF 440 / 540 ,https://www.kollerauktionen.ch/CatCache/catcache.1/pictures/102966/102966_l_1.jpg,€ 370 / 450 , 	 		 					 			 				Sold for CHF 403 						 					(including buyer’s premium)  All information is subject to change. 				 			 		 	
,,Lot 346 - G57 Wine ,6 bts Pauillac Ch. Lynch Bages 5ème Grand Cru Classé  75cl  1998,,,,,,CHF 540 / 600 ,https://www.kollerauktionen.ch/CatCache/catcache.1/pictures/103185/103185_l_1.jpg,€ 450 / 500 , 	 		 					 			 				Sold for CHF 460 						 					(including buyer’s premium)  All information is subject to change. 				 			 		 	
,,Lot 348 - G57 Wine ,6 bts Pauillac Ch. Mouton Rothschild 1er Grand Cru Classé  75cl  1999,,,,,,CHF 1 440 / 1 680 ,https://www.kollerauktionen.ch/CatCache/catcache.1/pictures/103202/103202_l_1.jpg,€ 1 200 / 1 400 , 	 		 					 			 				Sold for CHF 1 955 						 					(including buyer’s premium)  All information is subject to change. 				 			 		 	
,,Lot 365 - G57 Wine ,6 bts Pauillac Petit Mouton  75cl  2009,,,,,,CHF 840 / 1 080 ,https://www.kollerauktionen.ch/CatCache/catcache.1/pictures/103352/103352_l_1.jpg,€ 700 / 900 , 	 		 					 			 				Sold for CHF 748 						 					(including buyer’s premium)  All information is subject to change. 				 			 		 	
,,Lot 350 - G57 Wine ,1 mg Pauillac Ch. Duhart Milon 4ème Grand Cru Classé  1.5L  2000,,,,,,CHF 100 / 130 ,https://www.kollerauktionen.ch/CatCache/catcache.1/pictures/103220/103220_l_1.jpg,€ 80 / 110 , 	 		 					 			 				Sold for CHF 161 						 					(including buyer’s premium)  All information is subject to change. 				 			 		 	
,,Lot 301 - G57 Wine ,6 bts Saint-Julien Ch. Léoville-Barton 2ème Grand Cru Classé  75cl  1995,,,,,,CHF 300 / 390 ,https://www.kollerauktionen.ch/CatCache/catcache.1/pictures/102777/102777_l_1.jpg,€ 250 / 330 , 	 		 					 			 				Sold for CHF 460 						 					(including buyer’s premium)  All information is subject to change. 				 			 		 	
,,Lot 303 - G57 Wine ,6 bts Saint-Julien Ch. Léoville-Barton 2ème Grand Cru Classé  75cl  1996,,,,,,CHF 360 / 480 ,https://www.kollerauktionen.ch/CatCache/catcache.1/pictures/102795/102795_l_1.jpg,€ 300 / 400 , 	 		 					 			 				Sold for CHF 506 						 					(including buyer’s premium)  All information is subject to change. 				 			 		 	
,,Lot 305 - G57 Wine ,6 bts Saint-Julien Ch. Gruaud Larose 2ème Grand Cru Classé  75cl  1996,,,,,,CHF 330 / 420 ,https://www.kollerauktionen.ch/CatCache/catcache.1/pictures/102813/102813_l_1.jpg,€ 280 / 350 , 	 		 					 			 				Sold for CHF 380 						 					(including buyer’s premium)  All information is subject to change. 				 			 		 	
,,Lot 302 - G57 Wine ,2 mgs Saint-Julien Ch. Gruaud Larose 2ème Grand Cru Classé  1.5L  1996,,,,,,CHF 240 / 300 ,https://www.kollerauktionen.ch/CatCache/catcache.1/pictures/102786/102786_l_1.jpg,€ 200 / 250 , 	 		 					 			 				Sold for CHF 518 						 					(including buyer’s premium)  All information is subject to change. 				 			 		 	
,,Lot 306 - G57 Wine ,3 bts Saint-Julien Ch. Beychevelle 4ème Grand Cru Classé  75cl  1996,,,,,,CHF 210 / 270 ,https://www.kollerauktionen.ch/CatCache/catcache.1/pictures/102822/102822_l_1.jpg,€ 180 / 230 , 	 		 					 			 				Sold for CHF 253 						 					(including buyer’s premium)  All information is subject to change. 				 			 		 	
,,Lot 311 - G57 Wine ,4 bts Saint-Julien Ch. Beychevelle 4ème Grand Cru Classé  75cl  2000,,,,,,CHF 320 / 440 ,https://www.kollerauktionen.ch/CatCache/catcache.1/pictures/102867/102867_l_1.jpg,€ 270 / 370 , 	 		 					 			 				Sold for CHF 299 						 					(including buyer’s premium)  All information is subject to change. 				 			 		 	
,,Lot 454 - G57 Wine ,3 bts Pessac-Léognan Ch. Haut-Brion 1er Grand Cru Classé  75cl  2002,,,,,,CHF 630 / 750 ,https://www.kollerauktionen.ch/CatCache/catcache.1/pictures/104108/104108_l_1.jpg,€ 530 / 630 , 	 		 					 			 				Sold for CHF 748 						 					(including buyer’s premium)  All information is subject to change. 				 			 		 	
,,Lot 455 - G57 Wine ,6 bts Pessac-Léognan Ch. Haut-Brion 1er Grand Cru Classé  75cl  2003,,,,,,CHF 1 500 / 1 860 ,https://www.kollerauktionen.ch/CatCache/catcache.1/pictures/104117/104117_l_1.jpg,€ 1 250 / 1 550 , 	 		 					 			 				Sold for CHF 1 725 						 					(including buyer’s premium)  All information is subject to change. 				 			 		 	
,,Lot 376 - G57 Wine ,3 bts Saint-Estèphe Ch. Montrose 2ème Grand Cru Classé  75cl  1999,,,,,,CHF 150 / 210 ,https://www.kollerauktionen.ch/CatCache/catcache.1/pictures/103450/103450_l_1.jpg,€ 130 / 180 , 	 		 					 			 				Sold for CHF 184 						 					(including buyer’s premium)  All information is subject to change. 				 			 		 	
,,Lot 377 - G57 Wine ,2 bts Saint-Estèphe Ch. Montrose 2ème Grand Cru Classé  75cl  2000,,,,,,CHF 220 / 280 ,https://www.kollerauktionen.ch/CatCache/catcache.1/pictures/103459/103459_l_1.jpg,€ 180 / 230 , 	 		 					 			 				Sold for CHF 276 						 					(including buyer’s premium)  All information is subject to change. 				 			 		 	
,,Lot 380 - G57 Wine ,3 bts Saint-Estèphe Ch. Montrose 2ème Grand Cru Classé  75cl  2003,,,,,,CHF 360 / 450 ,https://www.kollerauktionen.ch/CatCache/catcache.1/pictures/103485/103485_l_1.jpg,€ 300 / 380 , 	 		 					 			 				Sold for CHF 460 						 					(including buyer’s premium)  All information is subject to change. 				 			 		 	
,,Lot 374 - G57 Wine ,3 bts Saint-Estèphe Ch. Cos d'Estournel 2ème Grand Cru Classé  75cl  1996,,,,,,CHF 330 / 420 ,https://www.kollerauktionen.ch/CatCache/catcache.1/pictures/103432/103432_l_1.jpg,€ 280 / 350 , 	 		 					 			 				Sold for CHF 380 						 					(including buyer’s premium)  All information is subject to change. 				 			 		 	
,,Lot 387 - G57 Wine ,6 bts Saint-Estèphe Ch. Calon Ségur 3ème Grand Cru Classé  75cl  2003,,,,,,CHF 390 / 480 ,https://www.kollerauktionen.ch/CatCache/catcache.1/pictures/103545/103545_l_1.jpg,€ 330 / 400 , 	 		 					 			 				Sold for CHF 552 						 					(including buyer’s premium)  All information is subject to change. 				 			 		 	
,,Lot 390 - G57 Wine ,6 bts Saint-Estèphe Ch. Calon-Ségur 3ème Grand Cru Classé  75cl  2005,,,,,,CHF 420 / 540 ,https://www.kollerauktionen.ch/CatCache/catcache.1/pictures/103572/103572_l_1.jpg,€ 350 / 450 , 	 		 					 			 				Sold for CHF 380 						 					(including buyer’s premium)  All information is subject to change. 				 			 		 	
,,Lot 494 - G57 Wine ,5 bts Côte Rôtie Guigal Brune et Blonde  75cl  2005,,,,,,CHF 150 / 200 ,https://www.kollerauktionen.ch/CatCache/catcache.1/pictures/104462/104462_l_1.jpg,€ 130 / 170 , 	 		 					 			 				Sold for CHF 127 						 					(including buyer’s premium)  All information is subject to change. 				 			 		 	
,,Lot 495 - G57 Wine ,6 bts Côte Rôtie Guigal Château d'Ampuis  75cl  2005,,,,,,CHF 420 / 540 ,https://www.kollerauktionen.ch/CatCache/catcache.1/pictures/104471/104471_l_1.jpg,€ 350 / 450 , 	 		 					 			 				Sold for CHF 633 						 					(including buyer’s premium)  All information is subject to change. 				 			 		 	
,,Lot 498 - G57 Wine ,"6 bts Hermitage Guigal BLANC 75cl: 2x2004, 2x2005, 2x2006",,,,,,CHF 160 / 220 ,https://www.kollerauktionen.ch/CatCache/catcache.1/pictures/104489/104489_l_1.jpg,€ 130 / 180 , 	 		 					 			 				Sold for CHF 173 						 					(including buyer’s premium)  All information is subject to change. 				 			 		 	
,,Lot 499 - G57 Wine ,6 bts Hermitage La Chapelle Jaboulet  75cl  2003,,,,,,CHF 1 020 / 1 320 ,https://www.kollerauktionen.ch/CatCache/catcache.1/pictures/104498/104498_l_1.jpg,€ 850 / 1 100 , 	 		 					 			 				Sold for CHF 863 						 					(including buyer’s premium)  All information is subject to change. 				 			 		 	
,,Lot 226 - G57 Wine ,1 bt Clos de Vougeot Méo-Camuzet   75cl  2003,,,,,,CHF 160 / 200 ,https://www.kollerauktionen.ch/CatCache/catcache.1/pictures/102140/102140_l_1.jpg,€ 130 / 170 , 	 		 					 			 				Sold for CHF 127 						 					(including buyer’s premium)  All information is subject to change. 				 			 		 	
,,Lot 207 - G57 Wine ,"2 mgs  Clos des Lambrays  1.5L: 1x2001, 1x2002",,,,,,CHF 590 / 700 ,https://www.kollerauktionen.ch/CatCache/catcache.1/pictures/101972/101972_l_1.jpg,€ 490 / 580 , 	 		 					 			 				Sold for CHF 633 						 					(including buyer’s premium)  All information is subject to change. 				 			 		 	
,,Lot 211 - G57 Wine ,"2 bts Clos de Tart 75cl: 1x2001, 1x2002",,,,,,CHF 490 / 610 ,https://www.kollerauktionen.ch/CatCache/catcache.1/pictures/102006/102006_l_1.jpg,€ 410 / 510 , 	 		 					 			 				Sold for CHF 357 						 					(including buyer’s premium)  All information is subject to change. 				 			 		 	
,,Lot 212 - G57 Wine ,"2 bts Clos de Tart 75cl: 1x2003, 1x2004",,,,,,CHF 430 / 550 ,https://www.kollerauktionen.ch/CatCache/catcache.1/pictures/102015/102015_l_1.jpg,€ 360 / 460 , 	 		 					 			 				Sold for CHF 322 						 					(including buyer’s premium)  All information is subject to change. 				 			 		 	
,,Lot 213 - G57 Wine ,"2 bts Clos de Tart 75cl: 1x2005, 1x2006",,,,,,CHF 460 / 560 ,https://www.kollerauktionen.ch/CatCache/catcache.1/pictures/102024/102024_l_1.jpg,€ 380 / 470 , 	 		 					 			 				Sold for CHF 621 						 					(including buyer’s premium)  All information is subject to change. 				 			 		 	
,,Lot 167 - G57 Wine ,1 bt Chambertin Domaine A. Rousseau   75cl  2006,,,,,,CHF 600 / 800 ,https://www.kollerauktionen.ch/CatCache/catcache.1/pictures/101624/101624_l_1.jpg,€ 500 / 670 , 	 		 					 			 				Sold for CHF 518 						 					(including buyer’s premium)  All information is subject to change. 				 			 		 	
,,Lot 173 - G57 Wine ,1 bt Chambertin Clos de Bèze Domaine A. Rousseau 75cl  2006,,,,,,CHF 500 / 700 ,https://www.kollerauktionen.ch/CatCache/catcache.1/pictures/101671/101671_l_1.jpg,€ 420 / 580 , 	 		 					 			 				Sold for CHF 460 						 					(including buyer’s premium)  All information is subject to change. 				 			 		 	
,,Lot 174 - G57 Wine ,2 bts Gevrey-Chambertin Domaine A. Rousseau Clos Saint Jacques  75cl  2005,,,,,,CHF 800 / 1 000 ,https://www.kollerauktionen.ch/CatCache/catcache.1/pictures/101680/101680_l_1.jpg,€ 670 / 830 , 	 		 					 			 				Sold for CHF 690 						 					(including buyer’s premium)  All information is subject to change. 				 			 		 	
,,Lot 118 - G57 Wine ,"2 bts Bâtard-Montrachet Domaine Leflaive BLANC 75cl: 1x2005, 1x2006",,,,,,CHF 600 / 800 ,https://www.kollerauktionen.ch/CatCache/catcache.1/pictures/101194/101194_l_1.jpg,€ 500 / 670 , 	 		 					 			 				Sold for CHF 460 						 					(including buyer’s premium)  All information is subject to change. 				 			 		 	
,,Lot 119 - G57 Wine ,"2 bts Chevalier-Montrachet Domaine Leflaive BLANC 75cl: 1x2005, 1x2006",,,,,,CHF 650 / 950 ,https://www.kollerauktionen.ch/CatCache/catcache.1/pictures/101202/101202_l_1.jpg,€ 540 / 790 , 	 		 					 			 				Sold for CHF 575 						 					(including buyer’s premium)  All information is subject to change. 				 			 		 	
,,Lot 110 - G57 Wine ,10 bts Puligny-Montrachet Domaine Leflaive Les Clavoillons  BLANC 75cl  2005,,,,,,CHF 800 / 1 200 ,https://www.kollerauktionen.ch/CatCache/catcache.1/pictures/101122/101122_l_1.jpg,€ 670 / 1 000 , 	 		 					 			 				Sold for CHF 690 						 					(including buyer’s premium)  All information is subject to change. 				 			 		 	
,,Lot 111 - G57 Wine ,2 bts Puligny-Montrachet Domaine Leflaive Les Clavoillons  BLANC 75cl  2006,,,,,,CHF 160 / 240 ,https://www.kollerauktionen.ch/CatCache/catcache.1/pictures/101131/101131_l_1.jpg,€ 130 / 200 , 	 		 					 			 				Sold for CHF 299 						 					(including buyer’s premium)  All information is subject to change. 				 			 		 	
,,Lot 168 - G57 Wine ,"5 bts Chambertin Domaine J.L. Trapet   75cl: 1x2001, 1x2002, 1x2003, 1x2004, 1x2006",,,,,,CHF 600 / 750 ,https://www.kollerauktionen.ch/CatCache/catcache.1/pictures/101631/101631_l_1.jpg,€ 500 / 630 , 	 		 					 			 				Sold for CHF 633 						 					(including buyer’s premium)  All information is subject to change. 				 			 		 	
,,Lot 103 - G57 Wine ,1 bt Pouilly Fumé Didier Dagueneau Silex  BLANC 75cl  2003,,,,,,CHF 70 / 90 ,https://www.kollerauktionen.ch/CatCache/catcache.1/pictures/101063/101063_l_1.jpg,€ 60 / 80 , 	 		 					 			 				Sold for CHF 92 						 					(including buyer’s premium)  All information is subject to change. 				 			 		 	
,,Lot 104 - G57 Wine ,1 bt Pouilly Fumé Didier Dagueneau Silex  BLANC 75cl  2004,,,,,,CHF 70 / 90 ,https://www.kollerauktionen.ch/CatCache/catcache.1/pictures/101070/101070_l_1.jpg,€ 60 / 80 , 	 		 					 			 				Sold for CHF 104 						 					(including buyer’s premium)  All information is subject to change. 				 			 		 	
,,Lot 449 - G57 Wine ,10 bts Pessac-Léognan Ch. Haut-Brion 1er Grand Cru Classé  BLANC 75cl   1994,,,,,,CHF 2 800 / 3 400 ,https://www.kollerauktionen.ch/CatCache/catcache.1/pictures/104063/104063_l_1.jpg,€ 2 330 / 2 830 , 	 		 					 			 				Sold for CHF 3 450 						 					(including buyer’s premium)  All information is subject to change. 				 			 		 	
,,Lot 473 - G57 Wine ,12 bts Sauternes Ch. Suduiraut 1er Grand Cru Classé  BLANC 75cl   1988,,,,,,CHF 420 / 540 ,https://www.kollerauktionen.ch/CatCache/catcache.1/pictures/104277/104277_l_1.jpg,€ 350 / 450 , 	 		 					 			 				Sold for CHF 414 						 					(including buyer’s premium)  All information is subject to change. 				 			 		 	
,,Lot 474 - G57 Wine ,9 bts Sauternes Ch. Suduiraut 1er Grand Cru Classé  BLANC 75cl   1989,,,,,,CHF 315 / 405 ,https://www.kollerauktionen.ch/CatCache/catcache.1/pictures/104286/104286_l_1.jpg,€ 260 / 340 , 	 		 					 			 				Sold for CHF 322 						 					(including buyer’s premium)  All information is subject to change. 				 			 		 	
,,Lot 476 - G57 Wine ,12 bts Sauternes Ch. Suduiraut 1er Grand Cru Classé  BLANC 50cl   1997,,,,,,CHF 360 / 480 ,https://www.kollerauktionen.ch/CatCache/catcache.1/pictures/104303/104303_l_1.jpg,€ 300 / 400 , 	 		 					 			 				Sold for CHF 368 						 					(including buyer’s premium)  All information is subject to change. 				 			 		 	
,,Lot 477 - G57 Wine ,12 bts Sauternes Ch. Suduiraut 1er Grand Cru Classé  BLANC 75cl   1997,,,,,,CHF 420 / 540 ,https://www.kollerauktionen.ch/CatCache/catcache.1/pictures/104312/104312_l_1.jpg,€ 350 / 450 , 	 		 					 			 				Sold for CHF 403 						 					(including buyer’s premium)  All information is subject to change. 				 			 		 	
,,Lot 450 - G57 Wine ,12 bts Pessac-Léognan Ch. Haut-Brion 1er Grand Cru Classé   75cl   1994,,,,,,CHF 2 040 / 2 640 ,https://www.kollerauktionen.ch/CatCache/catcache.1/pictures/104072/104072_l_1.jpg,€ 1 700 / 2 200 , 	 		 					 			 				Sold for CHF 2 013 						 					(including buyer’s premium)  All information is subject to change. 				 			 		 	
,,Lot 372 - G57 Wine ,3 bts Saint-Estèphe Ch. Montrose 2ème Grand Cru Classé   75cl   1993,,,,,,CHF 120 / 180 ,https://www.kollerauktionen.ch/CatCache/catcache.1/pictures/103414/103414_l_1.jpg,€ 100 / 150 , 	 		 					 			 				Sold for CHF 161 						 					(including buyer’s premium)  All information is subject to change. 				 			 		 	
,,Lot 373 - G57 Wine ,11 bts Saint-Estèphe Ch. Montrose 2ème Grand Cru Classé   75cl   1994,,,,,,CHF 440 / 660 ,https://www.kollerauktionen.ch/CatCache/catcache.1/pictures/103423/103423_l_1.jpg,€ 370 / 550 , 	 		 					 			 				Sold for CHF 552 						 					(including buyer’s premium)  All information is subject to change. 				 			 		 	
,,Lot 304 - G57 Wine ,11 bts Saint-Julien Ch. Léoville Barton 2ème Grand Cru Classé   75cl   1996,,,,,,CHF 660 / 880 ,https://www.kollerauktionen.ch/CatCache/catcache.1/pictures/102804/102804_l_1.jpg,€ 550 / 730 , 	 		 					 			 				Sold for CHF 748 						 					(including buyer’s premium)  All information is subject to change. 				 			 		 	
,,Lot 308 - G57 Wine ,9 bts Saint-Julien Ch. Léoville Barton 2ème Grand Cru Classé   75cl   1998,,,,,,CHF 450 / 630 ,https://www.kollerauktionen.ch/CatCache/catcache.1/pictures/102840/102840_l_1.jpg,€ 380 / 530 , 	 		 					 			 				Sold for CHF 575 						 					(including buyer’s premium)  All information is subject to change. 				 			 		 	
,,Lot 281 - G57 Wine ,5 bts Margaux Ch. Margaux 1er Grand Cru Classé   75cl   1982,,,,,,CHF 2 750 / 3 500 ,https://www.kollerauktionen.ch/CatCache/catcache.1/pictures/102597/102597_l_1.jpg,€ 2 290 / 2 920 , 	 		 					 			 				Sold for CHF 2 760 						 					(including buyer’s premium)  All information is subject to change. 				 			 		 	
,,Lot 336 - G57 Wine ,3 bts Pauillac Ch. Lynch-Bages 5ème Grand Cru Classé   75cl   1994,,,,,,CHF 240 / 300 ,https://www.kollerauktionen.ch/CatCache/catcache.1/pictures/103096/103096_l_1.jpg,€ 200 / 250 , 	 		 					 			 				Sold for CHF 288 						 					(including buyer’s premium)  All information is subject to change. 				 			 		 	
,,Lot 338 - G57 Wine ,12 bts Pauillac Ch. Lynch-Bages 5ème Grand Cru Classé   75cl   1996,,,,,,CHF 1 080 / 1 440 ,https://www.kollerauktionen.ch/CatCache/catcache.1/pictures/103114/103114_l_1.jpg,€ 900 / 1 200 , 	 		 					 			 				Sold for CHF 1 553 						 					(including buyer’s premium)  All information is subject to change. 				 			 		 	
,,Lot 347 - G57 Wine ,12 bts Pauillac Ch. Lynch-Bages 5ème Grand Cru Classé   75cl   1999,,,,,,CHF 960 / 1 200 ,https://www.kollerauktionen.ch/CatCache/catcache.1/pictures/103194/103194_l_1.jpg,€ 800 / 1 000 , 	 		 					 			 				Sold for CHF 1 150 						 					(including buyer’s premium)  All information is subject to change. 				 			 		 	
,,Lot 339 - G57 Wine ,12 bts Pauillac Ch. Mouton Rothschild 1er Grand Cru Classé   75cl   1997,,,,,,CHF 2 160 / 2 760 ,https://www.kollerauktionen.ch/CatCache/catcache.1/pictures/103123/103123_l_1.jpg,€ 1 800 / 2 300 , 	 		 					 			 				Sold for CHF 2 760 						 					(including buyer’s premium)  All information is subject to change. 				 			 		 	
,,Lot 327 - G57 Wine ,5 bts Pauillac Ch. Lafite-Rothschild 1er Grand Cru Classé   75cl   1981,,,,,,CHF 1 750 / 2 250 ,https://www.kollerauktionen.ch/CatCache/catcache.1/pictures/103018/103018_l_1.jpg,€ 1 460 / 1 880 , 	 		 					 			 				Sold for CHF 1 840 						 					(including buyer’s premium)  All information is subject to change. 				 			 		 	
,,Lot 177 - G57 Wine ,1 bt Richebourg Domaine de la Romanée-Conti Grand Cru   75cl   1989,,,,,,CHF 1 200 / 1 500 ,https://www.kollerauktionen.ch/CatCache/catcache.1/pictures/101707/101707_l_1.jpg,€ 1 000 / 1 250 , 	 		 					 			 				Sold for CHF 1 150 						 					(including buyer’s premium)  All information is subject to change. 				 			 		 	
,,Lot 178 - G57 Wine ,1 bt Romanée-Conti Domaine de la Romanée-Conti    75cl   1989,,,,,,CHF 8 000 / 11 000 ,https://www.kollerauktionen.ch/CatCache/catcache.1/pictures/101716/101716_l_1.jpg,€ 6 670 / 9 170 , 	 		 					 			 				Sold for CHF 8 125 						 					(including buyer’s premium)  All information is subject to change. 				 			 		 	
,,Lot 175 - G57 Wine ,1 bt Romanée Saint-Vivant Domaine de la Romanée-Conti Grand Cru   75cl   1981,,,,,,CHF 600 / 900 ,https://www.kollerauktionen.ch/CatCache/catcache.1/pictures/101689/101689_l_1.jpg,€ 500 / 750 , 	 		 					 			 				Sold for CHF 633 						 					(including buyer’s premium)  All information is subject to change. 				 			 		 	
,,Lot 176 - G57 Wine ,1 bt Romanée Saint-Vivant Domaine de la Romanée-Conti Grand Cru   75cl   1985,,,,,,CHF 1 000 / 1 400 ,https://www.kollerauktionen.ch/CatCache/catcache.1/pictures/101698/101698_l_1.jpg,€ 830 / 1 170 , 	 		 					 			 				Sold for CHF 1 150 						 					(including buyer’s premium)  All information is subject to change. 				 			 		 	
,,Lot 273 - G57 Wine ,12 bts Margaux Ch. Monbrison Cru Bourgeois Supérieur   75cl  OWC12 1998,,,,,,CHF 240 / 360 ,https://www.kollerauktionen.ch/CatCache/catcache.1/pictures/102526/102526_l_1.jpg,€ 200 / 300 , 	 		 					 			 				Sold for CHF 219 						 					(including buyer’s premium)  All information is subject to change. 				 			 		 	
,,Lot 275 - G57 Wine ,12 bts Margaux Ch. Boyd-Cantenac 3ème Grand Cru Classé   75cl  OWC12 1999,,,,,,CHF 240 / 360 ,https://www.kollerauktionen.ch/CatCache/catcache.1/pictures/102546/102546_l_1.jpg,€ 200 / 300 , 	 		 					 			 				Sold for CHF 380 						 					(including buyer’s premium)  All information is subject to change. 				 			 		 	
,,Lot 274 - G57 Wine ,12 bts Margaux Ch. Boyd-Cantenac 3ème Grand Cru Classé   75cl  OWC12 1999,,,,,,CHF 240 / 360 ,https://www.kollerauktionen.ch/CatCache/catcache.1/pictures/102536/102536_l_1.jpg,€ 200 / 300 , 	 		 					 			 				Sold for CHF 345 						 					(including buyer’s premium)  All information is subject to change. 				 			 		 	
,,Lot 448 - G57 Wine ,12 bts Pessac-Léognan Ch. Carbonnieux Grand Cru Classé   75cl  OWC12 BLANC 1993,,,,,,CHF 180 / 300 ,https://www.kollerauktionen.ch/CatCache/catcache.1/pictures/104054/104054_l_1.jpg,€ 150 / 250 , 	 		 					 			 				Sold for CHF 253 						 					(including buyer’s premium)  All information is subject to change. 				 			 		 	
,,Lot 447 - G57 Wine ,12 bts Pessac-Léognan Ch. L'Esprit de Chevalier    75cl  OWC12 1990,,,,,,CHF 180 / 300 ,https://www.kollerauktionen.ch/CatCache/catcache.1/pictures/104045/104045_l_1.jpg,€ 150 / 250 , 	 		 					 			 				Sold for CHF 161 						 					(including buyer’s premium)  All information is subject to change. 				 			 		 	
